index,Test_Time,Step_Time(s),Cycle_Index,Step_Index,Voltage,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Charge_Capacity,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Discharge_Capacity
2501,290036.040408,2640.0047,32,3,4.40003204345703,290036.040408,2640.0047,32,3,1.39235401153564,290036.040408,2640.0047,32,3,1.92823112010956,290036.040408,2640.0047,32,3,3.78290697378159E-11
2502,290156.036008,2760.0003,32,3,4.40007781982422,290156.036008,2760.0003,32,3,1.33446025848389,290156.036008,2760.0003,32,3,1.97366225719452,290156.036008,2760.0003,32,3,3.78290697378159E-11
2503,290276.039908,2880.0042,32,3,4.40001106262207,290276.039908,2880.0042,32,3,1.27807712554932,290276.039908,2880.0042,32,3,2.01720595359802,290276.039908,2880.0042,32,3,3.78290697378159E-11
2504,290396.037408,3000.0017,32,3,4.40001010894775,290396.037408,3000.0017,32,3,1.22335147857666,290396.037408,3000.0017,32,3,2.05887484550476,290396.037408,3000.0017,32,3,3.78290697378159E-11
2505,290516.041208,3120.0055,32,3,4.40000629425049,290516.041208,3120.0055,32,3,1.16966819763184,290516.041208,3120.0055,32,3,2.0987536907196,290516.041208,3120.0055,32,3,3.78290697378159E-11
2506,290636.039108,3240.0034,32,3,4.39995670318604,290636.039108,3240.0034,32,3,1.11869239807129,290636.039108,3240.0034,32,3,2.13625764846802,290636.039108,3240.0034,32,3,3.78290697378159E-11
2507,290756.037808,3360.0021,32,3,4.3999605178833,290756.037808,3360.0021,32,3,1.06921195983887,290756.037808,3360.0021,32,3,2.17240452766418,290756.037808,3360.0021,32,3,3.78290697378159E-11
2508,290876.038208,3480.0025,32,3,4.39999198913574,290876.038208,3480.0025,32,3,1.01978397369385,290876.038208,3480.0025,32,3,2.20720386505127,290876.038208,3480.0025,32,3,3.78290697378159E-11
2509,290996.041808,3600.0061,32,3,4.40003108978272,290996.041808,3600.0061,32,3,0.973152160644531,290996.041808,3600.0061,32,3,2.24043989181519,290996.041808,3600.0061,32,3,3.78290697378159E-11
2510,291116.041808,3720.0061,32,3,4.39989566802979,291116.041808,3720.0061,32,3,0.927535057067871,291116.041808,3720.0061,32,3,2.27210378646851,291116.041808,3720.0061,32,3,3.78290697378159E-11
2511,291236.042008,3840.0063,32,3,4.39996433258057,291236.042008,3840.0063,32,3,0.883258819580078,291236.042008,3840.0063,32,3,2.30228662490845,291236.042008,3840.0063,32,3,3.78290697378159E-11
2512,291356.036108,3960.0004,32,3,4.39998435974121,291356.036108,3960.0004,32,3,0.840756416320801,291356.036108,3960.0004,32,3,2.33101034164429,291356.036108,3960.0004,32,3,3.78290697378159E-11
2513,291476.038708,4080.003,32,3,4.39999198913574,291476.038708,4080.003,32,3,0.799579620361328,291476.038708,4080.003,32,3,2.35834884643555,291476.038708,4080.003,32,3,3.78290697378159E-11
2514,291596.038708,4200.003,32,3,4.40011024475098,291596.038708,4200.003,32,3,0.760254859924316,291596.038708,4200.003,32,3,2.38434028625488,291596.038708,4200.003,32,3,3.78290697378159E-11
2515,291716.040908,4320.0052,32,3,4.39998626708984,291716.040908,4320.0052,32,3,0.721489906311035,291716.040908,4320.0052,32,3,2.40903496742249,291716.040908,4320.0052,32,3,3.78290697378159E-11
2516,291836.039608,4440.0039,32,3,4.40004539489746,291836.039608,4440.0039,32,3,0.684860229492188,291836.039608,4440.0039,32,3,2.4324631690979,291836.039608,4440.0039,32,3,3.78290697378159E-11
2517,291949.306908,4553.2712,32,3,4.39996910095215,291949.306908,4553.2712,32,3,0.651992797851563,291949.306908,4553.2712,32,3,2.45350098609924,291949.306908,4553.2712,32,3,3.78290697378159E-11
2518,292069.352016,120.0059,32,4,4.27681159973145,292069.352016,120.0059,32,4,0,292069.352016,120.0059,32,4,2.45350289344788,292069.352016,120.0059,32,4,3.78290697378159E-11
2519,292189.349816,240.0037,32,4,4.26399040222168,292189.349816,240.0037,32,4,0,292189.349816,240.0037,32,4,2.45350289344788,292189.349816,240.0037,32,4,3.78290697378159E-11
2520,292249.348116,300.002,32,4,4.26081562042236,292249.348116,300.002,32,4,0,292249.348116,300.002,32,4,2.45350289344788,292249.348116,300.002,32,4,3.78290697378159E-11
2521,292369.43936,120.0039,32,5,3.90049171447754,292369.43936,120.0039,32,5,-2.28206539154053,292369.43936,120.0039,32,5,2.45350289344788,292369.43936,120.0039,32,5,0.076000869274139
2522,292489.43966,240.0042,32,5,3.85470581054687,292489.43966,240.0042,32,5,-2.28196239471436,292489.43966,240.0042,32,5,2.45350289344788,292489.43966,240.0042,32,5,0.152134910225868
2523,292609.43606,360.0006,32,5,3.81709861755371,292609.43606,360.0006,32,5,-2.28213977813721,292609.43606,360.0006,32,5,2.45350289344788,292609.43606,360.0006,32,5,0.228194147348404
2524,292729.44116,480.0057,32,5,3.78187561035156,292729.44116,480.0057,32,5,-2.28217601776123,292729.44116,480.0057,32,5,2.45350289344788,292729.44116,480.0057,32,5,0.304275065660477
2525,292849.43916,600.0037,32,5,3.74819183349609,292849.43916,600.0037,32,5,-2.28214740753174,292849.43916,600.0037,32,5,2.45350289344788,292849.43916,600.0037,32,5,0.380340814590454
2526,292969.43666,720.0012,32,5,3.71568298339844,292969.43666,720.0012,32,5,-2.28209972381592,292969.43666,720.0012,32,5,2.45350289344788,292969.43666,720.0012,32,5,0.456417918205261
2527,293089.43656,840.0011,32,5,3.68413639068604,293089.43656,840.0011,32,5,-2.28215026855469,293089.43656,840.0011,32,5,2.45350289344788,293089.43656,840.0011,32,5,0.532414078712463
2528,293209.43846,960.003,32,5,3.6542444229126,293209.43846,960.003,32,5,-2.28192520141602,293209.43846,960.003,32,5,2.45350289344788,293209.43846,960.003,32,5,0.608546137809753
2529,293329.44046,1080.005,32,5,3.62657928466797,293329.44046,1080.005,32,5,-2.28214168548584,293329.44046,1080.005,32,5,2.45350289344788,293329.44046,1080.005,32,5,0.68460088968277
2530,293449.43806,1200.0026,32,5,3.60106945037842,293449.43806,1200.0026,32,5,-2.28213024139404,293449.43806,1200.0026,32,5,2.45350289344788,293449.43806,1200.0026,32,5,0.760664165019989
2531,293569.43676,1320.0013,32,5,3.577223777771,293569.43676,1320.0013,32,5,-2.2819128036499,293569.43676,1320.0013,32,5,2.45350289344788,293569.43676,1320.0013,32,5,0.835640788078308
2532,293689.44046,1440.005,32,5,3.55456066131592,293689.44046,1440.005,32,5,-2.28218555450439,293689.44046,1440.005,32,5,2.45350289344788,293689.44046,1440.005,32,5,0.912193775177002
2533,293809.43616,1560.0007,32,5,3.53282260894775,293809.43616,1560.0007,32,5,-2.28205394744873,293809.43616,1560.0007,32,5,2.45350289344788,293809.43616,1560.0007,32,5,0.988256692886353
2534,293929.44156,1680.0061,32,5,3.51220226287842,293929.44156,1680.0061,32,5,-2.28212642669678,293929.44156,1680.0061,32,5,2.45350289344788,293929.44156,1680.0061,32,5,1.06431949138641
2535,294049.43966,1800.0042,32,5,3.49255847930908,294049.43966,1800.0042,32,5,-2.28188610076904,294049.43966,1800.0042,32,5,2.45350289344788,294049.43966,1800.0042,32,5,1.14037919044495
2536,294169.43916,1920.0037,32,5,3.4740104675293,294169.43916,1920.0037,32,5,-2.2818603515625,294169.43916,1920.0037,32,5,2.45350289344788,294169.43916,1920.0037,32,5,1.21647691726685
2537,294289.44046,2040.005,32,5,3.45640182495117,294289.44046,2040.005,32,5,-2.28213500976562,294289.44046,2040.005,32,5,2.45350289344788,294289.44046,2040.005,32,5,1.28792107105255
2538,294409.43756,2160.0021,32,5,3.43944072723389,294409.43756,2160.0021,32,5,-2.28209590911865,294409.43756,2160.0021,32,5,2.45350289344788,294409.43756,2160.0021,32,5,1.36416161060333
2539,294529.44296,2280.0075,32,5,3.42317581176758,294529.44296,2280.0075,32,5,-2.28212833404541,294529.44296,2280.0075,32,5,2.45350289344788,294529.44296,2280.0075,32,5,1.44024217128754
2540,294649.43586,2400.0004,32,5,3.40739917755127,294649.43586,2400.0004,32,5,-2.28181838989258,294649.43586,2400.0004,32,5,2.45350289344788,294649.43586,2400.0004,32,5,1.51631152629852
2541,294769.43666,2520.0012,32,5,3.39165496826172,294769.43666,2520.0012,32,5,-2.28216743469238,294769.43666,2520.0012,32,5,2.45350289344788,294769.43666,2520.0012,32,5,1.5923810005188
2542,294889.44246,2640.007,32,5,3.37562561035156,294889.44246,2640.007,32,5,-2.28179264068604,294889.44246,2640.007,32,5,2.45350289344788,294889.44246,2640.007,32,5,1.66843295097351
2543,295009.43836,2760.0029,32,5,3.35934352874756,295009.43836,2760.0029,32,5,-2.2821216583252,295009.43836,2760.0029,32,5,2.45350289344788,295009.43836,2760.0029,32,5,1.74452459812164
2544,295129.43866,2880.0032,32,5,3.34138011932373,295129.43866,2880.0032,32,5,-2.28216552734375,295129.43866,2880.0032,32,5,2.45350289344788,295129.43866,2880.0032,32,5,1.82059001922607
2545,295249.43616,3000.0007,32,5,3.32198333740234,295249.43616,3000.0007,32,5,-2.28212451934814,295249.43616,3000.0007,32,5,2.45350289344788,295249.43616,3000.0007,32,5,1.89665281772614
2546,295369.43916,3120.0037,32,5,3.2999267578125,295369.43916,3120.0037,32,5,-2.28207969665527,295369.43916,3120.0037,32,5,2.45350289344788,295369.43916,3120.0037,32,5,1.97270929813385
2547,295489.43856,3240.0031,32,5,3.27477264404297,295489.43856,3240.0031,32,5,-2.28214740753174,295489.43856,3240.0031,32,5,2.45350289344788,295489.43856,3240.0031,32,5,2.04879641532898
2548,295609.44026,3360.0048,32,5,3.24526596069336,295609.44026,3360.0048,32,5,-2.28218936920166,295609.44026,3360.0048,32,5,2.45350289344788,295609.44026,3360.0048,32,5,2.12485814094543
2549,295729.44006,3480.0046,32,5,3.20927715301514,295729.44006,3480.0046,32,5,-2.28202533721924,295729.44006,3480.0046,32,5,2.45350289344788,295729.44006,3480.0046,32,5,2.19759917259216
2550,295849.43996,3600.0045,32,5,3.165114402771,295849.43996,3600.0045,32,5,-2.28218078613281,295849.43996,3600.0045,32,5,2.45350289344788,295849.43996,3600.0045,32,5,2.2693452835083
2551,295969.44076,3720.0053,32,5,3.10759544372559,295969.44076,3720.0053,32,5,-2.28215026855469,295969.44076,3720.0053,32,5,2.45350289344788,295969.44076,3720.0053,32,5,2.34356784820557
2552,296089.44206,3840.0066,32,5,3.03064060211182,296089.44206,3840.0066,32,5,-2.28209972381592,296089.44206,3840.0066,32,5,2.45350289344788,296089.44206,3840.0066,32,5,2.41964054107666
2553,296127.05946,3877.624,32,5,2.99998378753662,296127.05946,3877.624,32,5,-2.2820873260498,296127.05946,3877.624,32,5,2.45350289344788,296127.05946,3877.624,32,5,2.44348549842834
2554,296247.233848,120.0007,32,6,3.61519241333008,296247.233848,120.0007,32,6,0,296247.233848,120.0007,32,6,2.45350289344788,296247.233848,120.0007,32,6,2.44350814819336
2555,296367.236248,240.0031,32,6,3.64754009246826,296367.236248,240.0031,32,6,0,296367.236248,240.0031,32,6,2.45350289344788,296367.236248,240.0031,32,6,2.44350814819336
2556,296427.238748,300.0056,32,6,3.65564918518066,296427.238748,300.0056,32,6,0,296427.238748,300.0056,32,6,2.45350289344788,296427.238748,300.0056,32,6,2.44350814819336
2557,296547.326192,120.0037,33,2,4.200026512146,296547.326192,120.0037,33,2,3.31046962738037,296547.326192,120.0037,33,2,0.127308383584023,296547.326192,120.0037,33,2,5.78933168071671E-09
2558,296564.589992,137.2675,33,2,4.19997692108154,296564.589992,137.2675,33,2,3.25996112823486,296564.589992,137.2675,33,2,0.143103450536728,296564.589992,137.2675,33,2,5.78933168071671E-09
2559,296684.589644,120.0019,33,3,4.23323535919189,296684.589644,120.0019,33,3,3.26003551483154,296684.589644,120.0019,33,3,0.251490861177444,296684.589644,120.0019,33,3,5.78933168071671E-09
2560,296804.590244,240.0025,33,3,4.26355934143066,296804.590244,240.0025,33,3,3.25993061065674,296804.590244,240.0025,33,3,0.360131561756134,296804.590244,240.0025,33,3,5.78933168071671E-09
2561,296924.589344,360.0016,33,3,4.28866958618164,296924.589344,360.0016,33,3,3.25999546051025,296924.589344,360.0016,33,3,0.468871980905533,296924.589344,360.0016,33,3,5.78933168071671E-09
2562,297044.592144,480.0044,33,3,4.31356239318848,297044.592144,480.0044,33,3,3.25999736785889,297044.592144,480.0044,33,3,0.577400505542755,297044.592144,480.0044,33,3,5.78933168071671E-09
2563,297164.591544,600.0038,33,3,4.34045600891113,297164.591544,600.0038,33,3,3.26002407073975,297164.591544,600.0038,33,3,0.685281097888947,297164.591544,600.0038,33,3,5.78933168071671E-09
2564,297284.593844,720.0061,33,3,4.37016677856445,297284.593844,720.0061,33,3,3.25999736785889,297284.593844,720.0061,33,3,0.793037712574005,297284.593844,720.0061,33,3,5.78933168071671E-09
2565,297404.590044,840.0023,33,3,4.3999662399292,297404.590044,840.0023,33,3,3.2351541519165,297404.590044,840.0023,33,3,0.901704549789429,297404.590044,840.0023,33,3,5.78933168071671E-09
2566,297524.589944,960.0022,33,3,4.40003490447998,297524.589944,960.0022,33,3,2.96654415130615,297524.589944,960.0022,33,3,1.00483083724976,297524.589944,960.0022,33,3,5.78933168071671E-09
2567,297644.588744,1080.001,33,3,4.39999485015869,297644.588744,1080.001,33,3,2.73984050750732,297644.588744,1080.001,33,3,1.09992337226868,297644.588744,1080.001,33,3,5.78933168071671E-09
2568,297764.592544,1200.0048,33,3,4.39997005462647,297764.592544,1200.0048,33,3,2.54199886322021,297764.592544,1200.0048,33,3,1.18786442279816,297764.592544,1200.0048,33,3,5.78933168071671E-09
2569,297884.589644,1320.0019,33,3,4.39998722076416,297884.589644,1320.0019,33,3,2.37429141998291,297884.589644,1320.0019,33,3,1.26970195770264,297884.589644,1320.0019,33,3,5.78933168071671E-09
2570,298004.591844,1440.0041,33,3,4.4000358581543,298004.591844,1440.0041,33,3,2.2310152053833,298004.591844,1440.0041,33,3,1.34637951850891,298004.591844,1440.0041,33,3,5.78933168071671E-09
2571,298124.591644,1560.0039,33,3,4.40003299713135,298124.591644,1560.0039,33,3,2.10553073883057,298124.591644,1560.0039,33,3,1.41860461235046,298124.591644,1560.0039,33,3,5.78933168071671E-09
2572,298244.588644,1680.0009,33,3,4.39991092681885,298244.588644,1680.0009,33,3,1.99604511260986,298244.588644,1680.0009,33,3,1.48695933818817,298244.588644,1680.0009,33,3,5.78933168071671E-09
2573,298364.593844,1800.0061,33,3,4.40002250671387,298364.593844,1800.0061,33,3,1.89697360992432,298364.593844,1800.0061,33,3,1.55183017253876,298364.593844,1800.0061,33,3,5.78933168071671E-09
2574,298484.593344,1920.0056,33,3,4.4000244140625,298484.593344,1920.0056,33,3,1.80892086029053,298484.593344,1920.0056,33,3,1.61358869075775,298484.593344,1920.0056,33,3,5.78933168071671E-09
2575,298604.591044,2040.0033,33,3,4.40003204345703,298604.591044,2040.0033,33,3,1.72766304016113,298604.591044,2040.0033,33,3,1.67249584197998,298604.591044,2040.0033,33,3,5.78933168071671E-09
2576,298724.593244,2160.0055,33,3,4.39999008178711,298724.593244,2160.0055,33,3,1.65271282196045,298724.593244,2160.0055,33,3,1.72880399227142,298724.593244,2160.0055,33,3,5.78933168071671E-09
2577,298844.590744,2280.003,33,3,4.40000247955322,298844.590744,2280.003,33,3,1.58229160308838,298844.590744,2280.003,33,3,1.78271174430847,298844.590744,2280.003,33,3,5.78933168071671E-09
2578,298964.590944,2400.0032,33,3,4.40003871917725,298964.590944,2400.0032,33,3,1.51639270782471,298964.590944,2400.0032,33,3,1.83434736728668,298964.590944,2400.0032,33,3,5.78933168071671E-09
2579,299084.593744,2520.006,33,3,4.39995288848877,299084.593744,2520.006,33,3,1.45294952392578,299084.593744,2520.006,33,3,1.88382709026337,299084.593744,2520.006,33,3,5.78933168071671E-09
2580,299204.590244,2640.0025,33,3,4.39996719360352,299204.590244,2640.0025,33,3,1.39208984375,299204.590244,2640.0025,33,3,1.93124639987946,299204.590244,2640.0025,33,3,5.78933168071671E-09
2581,299324.590044,2760.0023,33,3,4.3999547958374,299324.590044,2760.0023,33,3,1.33411121368408,299324.590044,2760.0023,33,3,1.9766651391983,299324.590044,2760.0023,33,3,5.78933168071671E-09
2582,299444.588244,2880.0005,33,3,4.40000057220459,299444.588244,2880.0005,33,3,1.27822113037109,299444.588244,2880.0005,33,3,2.02021837234497,299444.588244,2880.0005,33,3,5.78933168071671E-09
2583,299564.594544,3000.0068,33,3,4.40000629425049,299564.594544,3000.0068,33,3,1.22199249267578,299564.594544,3000.0068,33,3,2.06188106536865,299564.594544,3000.0068,33,3,5.78933168071671E-09
2584,299684.591044,3120.0033,33,3,4.39995765686035,299684.591044,3120.0033,33,3,1.16955280303955,299684.591044,3120.0033,33,3,2.10174560546875,299684.591044,3120.0033,33,3,5.78933168071671E-09
2585,299804.591644,3240.0039,33,3,4.40003108978272,299804.591644,3240.0039,33,3,1.11830043792725,299804.591644,3240.0039,33,3,2.13954734802246,299804.591644,3240.0039,33,3,5.78933168071671E-09
2586,299924.587844,3360.0001,33,3,4.40001583099365,299924.587844,3360.0001,33,3,1.06877136230469,299924.587844,3360.0001,33,3,2.17601132392883,299924.587844,3360.0001,33,3,5.78933168071671E-09
2587,300044.592844,3480.0051,33,3,4.39999866485596,300044.592844,3480.0051,33,3,1.01975631713867,300044.592844,3480.0051,33,3,2.21082806587219,300044.592844,3480.0051,33,3,5.78933168071671E-09
2588,300164.594344,3600.0066,33,3,4.39998245239258,300164.594344,3600.0066,33,3,0.972301483154297,300164.594344,3600.0066,33,3,2.24403071403503,300164.594344,3600.0066,33,3,5.78933168071671E-09
2589,300284.589344,3720.0016,33,3,4.39998531341553,300284.589344,3720.0016,33,3,0.926517486572266,300284.589344,3720.0016,33,3,2.2756781578064,300284.589344,3720.0016,33,3,5.78933168071671E-09
2590,300404.589644,3840.0019,33,3,4.39995956420898,300404.589644,3840.0019,33,3,0.882004737854004,300404.589644,3840.0019,33,3,2.30581212043762,300404.589644,3840.0019,33,3,5.78933168071671E-09
2591,300524.588744,3960.001,33,3,4.40002632141113,300524.588744,3960.001,33,3,0.839717864990234,300524.588744,3960.001,33,3,2.33449292182922,300524.588744,3960.001,33,3,5.78933168071671E-09
2592,300644.587944,4080.0002,33,3,4.39996719360352,300644.587944,4080.0002,33,3,0.798849105834961,300644.587944,4080.0002,33,3,2.36179542541504,300644.587944,4080.0002,33,3,5.78933168071671E-09
2593,300764.588344,4200.0006,33,3,4.40005111694336,300764.588344,4200.0006,33,3,0.758847236633301,300764.588344,4200.0006,33,3,2.38774681091309,300764.588344,4200.0006,33,3,5.78933168071671E-09
2594,300884.591344,4320.0036,33,3,4.40002059936523,300884.591344,4320.0036,33,3,0.720890045166016,300884.591344,4320.0036,33,3,2.41240072250366,300884.591344,4320.0036,33,3,5.78933168071671E-09
2595,301004.589444,4440.0017,33,3,4.39996147155762,301004.589444,4440.0017,33,3,0.684163093566895,301004.589444,4440.0017,33,3,2.43581080436707,301004.589444,4440.0017,33,3,5.78933168071671E-09
2596,301117.970144,4553.3824,33,3,4.39995765686035,301117.970144,4553.3824,33,3,0.651981353759766,301117.970144,4553.3824,33,3,2.45686411857605,301117.970144,4553.3824,33,3,5.78933168071671E-09
2597,301238.033924,120.0049,33,4,4.27692031860352,301238.033924,120.0049,33,4,0,301238.033924,120.0049,33,4,2.45686650276184,301238.033924,120.0049,33,4,5.78933168071671E-09
2598,301358.030824,240.0018,33,4,4.26420974731445,301358.030824,240.0018,33,4,0,301358.030824,240.0018,33,4,2.45686650276184,301358.030824,240.0018,33,4,5.78933168071671E-09
2599,301418.031524,300.0025,33,4,4.26092338562012,301418.031524,300.0025,33,4,0,301418.031524,300.0025,33,4,2.45686650276184,301418.031524,300.0025,33,4,5.78933168071671E-09
2600,301538.123668,120.0052,33,5,3.90067768096924,301538.123668,120.0052,33,5,-2.28215026855469,301538.123668,120.0052,33,5,2.45686650276184,301538.123668,120.0052,33,5,0.076067425310612
2601,301658.121068,240.0026,33,5,3.85521697998047,301658.121068,240.0026,33,5,-2.28208065032959,301658.121068,240.0026,33,5,2.45686650276184,301658.121068,240.0026,33,5,0.152120485901833
2602,301778.121368,360.0029,33,5,3.81758880615234,301778.121368,360.0029,33,5,-2.28212642669678,301778.121368,360.0029,33,5,2.45686650276184,301778.121368,360.0029,33,5,0.228208988904953
2603,301898.121368,480.0029,33,5,3.78234100341797,301898.121368,480.0029,33,5,-2.28211116790771,301898.121368,480.0029,33,5,2.45686650276184,301898.121368,480.0029,33,5,0.304271727800369
2604,302018.119968,600.0015,33,5,3.74864292144775,302018.119968,600.0015,33,5,-2.28217220306396,302018.119968,600.0015,33,5,2.45686650276184,302018.119968,600.0015,33,5,0.380347371101379
2605,302138.123968,720.0055,33,5,3.7158260345459,302138.123968,720.0055,33,5,-2.28215503692627,302138.123968,720.0055,33,5,2.45686650276184,302138.123968,720.0055,33,5,0.456409484148026
2606,302258.120868,840.0024,33,5,3.68411540985107,302258.120868,840.0024,33,5,-2.28207206726074,302258.120868,840.0024,33,5,2.45686650276184,302258.120868,840.0024,33,5,0.532482862472534
2607,302378.120668,960.0022,33,5,3.65414333343506,302378.120668,960.0022,33,5,-2.28216934204102,302378.120668,960.0022,33,5,2.45686650276184,302378.120668,960.0022,33,5,0.608500063419342
2608,302498.120968,1080.0025,33,5,3.62647533416748,302498.120968,1080.0025,33,5,-2.28213500976562,302498.120968,1080.0025,33,5,2.45686650276184,302498.120968,1080.0025,33,5,0.684607148170471
2609,302618.122868,1200.0044,33,5,3.60099411010742,302618.122868,1200.0044,33,5,-2.28213500976562,302618.122868,1200.0044,33,5,2.45686650276184,302618.122868,1200.0044,33,5,0.759416162967682
2610,302738.119968,1320.0015,33,5,3.57703971862793,302738.119968,1320.0015,33,5,-2.28208637237549,302738.119968,1320.0015,33,5,2.45686650276184,302738.119968,1320.0015,33,5,0.834233403205872
2611,302858.120168,1440.0017,33,5,3.55429935455322,302858.120168,1440.0017,33,5,-2.28204154968262,302858.120168,1440.0017,33,5,2.45686650276184,302858.120168,1440.0017,33,5,0.910289287567139
2612,302978.119168,1560.0007,33,5,3.53244209289551,302978.119168,1560.0007,33,5,-2.28216743469238,302978.119168,1560.0007,33,5,2.45686650276184,302978.119168,1560.0007,33,5,0.986372232437134
2613,303098.123968,1680.0055,33,5,3.51189041137695,303098.123968,1680.0055,33,5,-2.28214836120605,303098.123968,1680.0055,33,5,2.45686650276184,303098.123968,1680.0055,33,5,1.06242418289185
2614,303218.124168,1800.0057,33,5,3.49232769012451,303218.124168,1800.0057,33,5,-2.28211116790771,303218.124168,1800.0057,33,5,2.45686650276184,303218.124168,1800.0057,33,5,1.13849139213562
2615,303338.119268,1920.0008,33,5,3.47361469268799,303338.119268,1920.0008,33,5,-2.28213310241699,303338.119268,1920.0008,33,5,2.45686650276184,303338.119268,1920.0008,33,5,1.21456408500671
2616,303458.118768,2040.0003,33,5,3.45601844787598,303458.118768,2040.0003,33,5,-2.28209114074707,303458.118768,2040.0003,33,5,2.45686650276184,303458.118768,2040.0003,33,5,1.28366124629974
2617,303578.121868,2160.0034,33,5,3.43931579589844,303578.121868,2160.0034,33,5,-2.28209781646729,303578.121868,2160.0034,33,5,2.45686650276184,303578.121868,2160.0034,33,5,1.35970687866211
2618,303698.119668,2280.0012,33,5,3.42309188842773,303698.119668,2280.0012,33,5,-2.28213691711426,303698.119668,2280.0012,33,5,2.45686650276184,303698.119668,2280.0012,33,5,1.43581306934357
2619,303818.125368,2400.0069,33,5,3.40738296508789,303818.125368,2400.0069,33,5,-2.28208446502686,303818.125368,2400.0069,33,5,2.45686650276184,303818.125368,2400.0069,33,5,1.51188266277313
2620,303938.119668,2520.0012,33,5,3.39138317108154,303938.119668,2520.0012,33,5,-2.28209495544434,303938.119668,2520.0012,33,5,2.45686650276184,303938.119668,2520.0012,33,5,1.58791470527649
2621,304058.119568,2640.0011,33,5,3.37547206878662,304058.119568,2640.0011,33,5,-2.28207206726074,304058.119568,2640.0011,33,5,2.45686650276184,304058.119568,2640.0011,33,5,1.66402351856232
2622,304178.124368,2760.0059,33,5,3.35888385772705,304178.124368,2760.0059,33,5,-2.28213977813721,304178.124368,2760.0059,33,5,2.45686650276184,304178.124368,2760.0059,33,5,1.74009704589844
2623,304298.121868,2880.0034,33,5,3.34114170074463,304298.121868,2880.0034,33,5,-2.2821102142334,304298.121868,2880.0034,33,5,2.45686650276184,304298.121868,2880.0034,33,5,1.81615602970123
2624,304418.125568,3000.0071,33,5,3.32162094116211,304418.125568,3000.0071,33,5,-2.28212642669678,304418.125568,3000.0071,33,5,2.45686650276184,304418.125568,3000.0071,33,5,1.89219224452972
2625,304538.120668,3120.0022,33,5,3.29954814910889,304538.120668,3120.0022,33,5,-2.28206920623779,304538.120668,3120.0022,33,5,2.45686650276184,304538.120668,3120.0022,33,5,1.96829724311829
2626,304658.122168,3240.0037,33,5,3.27436637878418,304658.122168,3240.0037,33,5,-2.28208637237549,304658.122168,3240.0037,33,5,2.45686650276184,304658.122168,3240.0037,33,5,2.04436469078064
2627,304778.119768,3360.0013,33,5,3.24497032165527,304778.119768,3360.0013,33,5,-2.28216934204102,304778.119768,3360.0013,33,5,2.45686650276184,304778.119768,3360.0013,33,5,2.12043380737305
2628,304898.125368,3480.0069,33,5,3.20910358428955,304898.125368,3480.0069,33,5,-2.2821044921875,304898.125368,3480.0069,33,5,2.45686650276184,304898.125368,3480.0069,33,5,2.19066786766052
2629,305018.124768,3600.0063,33,5,3.16474533081055,305018.124768,3600.0063,33,5,-2.28218555450439,305018.124768,3600.0063,33,5,2.45686650276184,305018.124768,3600.0063,33,5,2.26421666145325
2630,305138.119268,3720.0008,33,5,3.10749530792236,305138.119268,3720.0008,33,5,-2.2821626663208,305138.119268,3720.0008,33,5,2.45686650276184,305138.119268,3720.0008,33,5,2.33850979804993
2631,305258.120168,3840.0017,33,5,3.0300874710083,305258.120168,3840.0017,33,5,-2.28209590911865,305258.120168,3840.0017,33,5,2.45686650276184,305258.120168,3840.0017,33,5,2.41458034515381
2632,305295.119568,3877.0011,33,5,2.99997520446777,305295.119568,3877.0011,33,5,-2.28184032440186,305295.119568,3877.0011,33,5,2.45686650276184,305295.119568,3877.0011,33,5,2.43803811073303
2633,305415.299764,120.0063,33,6,3.61518383026123,305415.299764,120.0063,33,6,0,305415.299764,120.0063,33,6,2.45686650276184,305415.299764,120.0063,33,6,2.4380578994751
2634,305535.297064,240.0036,33,6,3.6475658416748,305535.297064,240.0036,33,6,0,305535.297064,240.0036,33,6,2.45686650276184,305535.297064,240.0036,33,6,2.4380578994751
2635,305595.295864,300.0024,33,6,3.65573406219482,305595.295864,300.0024,33,6,0,305595.295864,300.0024,33,6,2.45686650276184,305595.295864,300.0024,33,6,2.4380578994751
2636,305715.385008,120.0021,34,2,4.20001316070557,305715.385008,120.0021,34,2,3.30588245391846,305715.385008,120.0021,34,2,0.127147763967514,305715.385008,120.0021,34,2,0
2637,305730.965608,135.5827,34,2,4.19996166229248,305730.965608,135.5827,34,2,3.25999546051025,305730.965608,135.5827,34,2,0.141410648822784,305730.965608,135.5827,34,2,0
2638,305850.976792,120.0001,34,3,4.23333835601807,305850.976792,120.0001,34,3,3.26009273529053,305850.976792,120.0001,34,3,0.24975611269474,305850.976792,120.0001,34,3,0
2639,305970.981892,240.0052,34,3,4.26362800598145,305970.981892,240.0052,34,3,3.26006412506104,305970.981892,240.0052,34,3,0.358473926782608,305970.981892,240.0052,34,3,0
2640,306090.977092,360.0004,34,3,4.28863525390625,306090.977092,360.0004,34,3,3.26007747650146,306090.977092,360.0004,34,3,0.467180728912354,306090.977092,360.0004,34,3,0
